"GeneID","gene"
6144,"RPL21"
6146,"RPL22"
6147,"RPL23A"
6150,"MRPL23"
6152,"RPL24"
6154,"RPL26"
6155,"RPL27"
6156,"RPL30"
6157,"RPL27A"
6158,"RPL28"
6159,"RPL29"
6160,"RPL31"
6161,"RPL32"
6164,"RPL34"
6165,"RPL35A"
6166,"RPL36AL"
6167,"RPL37"
6168,"RPL37A"
6169,"RPL38"
6170,"RPL39"
6171,"RPL41"
6173,"RPL36A"
6175,"RPLP0"
6176,"RPLP1"
6181,"RPLP2"
6182,"MRPL12"
6183,"MRPS12"
6184,"RPN1"
6185,"RPN2"
6187,"RPS2"
6188,"RPS3"
6189,"RPS3A"
6191,"RPS4X"
6192,"RPS4Y1"
6193,"RPS5"
6194,"RPS6"
6195,"RPS6KA1"
6196,"RPS6KA2"
6197,"RPS6KA3"
6198,"RPS6KB1"
6199,"RPS6KB2"
6201,"RPS7"
6202,"RPS8"
6203,"RPS9"
6204,"RPS10"
6205,"RPS11"
6206,"RPS12"
6207,"RPS13"
6208,"RPS14"
6209,"RPS15"
6210,"RPS15A"
6217,"RPS16"
6218,"RPS17"
6222,"RPS18"
6223,"RPS19"
6224,"RPS20"
6227,"RPS21"
6228,"RPS23"
6229,"RPS24"
6230,"RPS25"
6231,"RPS26"
6232,"RPS27"
6233,"RPS27A"
6234,"RPS28"
6235,"RPS29"
6236,"RRAD"
6237,"RRAS"
6238,"RRBP1"
6239,"RREB1"
6240,"RRM1"
6241,"RRM2"
6242,"RTKN"
6247,"RS1"
6248,"RSC1A1"
6249,"CLIP1"
6251,"RSU1"
6252,"RTN1"
6253,"RTN2"
6256,"RXRA"
6257,"RXRB"
6258,"RXRG"
6259,"RYK"
6261,"RYR1"
6262,"RYR2"
6263,"RYR3"
6271,"S100A1"
6272,"SORT1"
6273,"S100A2"
6274,"S100A3"
6275,"S100A4"
6276,"S100A5"
6277,"S100A6"
6278,"S100A7"
6279,"S100A8"
6280,"S100A9"
6281,"S100A10"
6282,"S100A11"
6283,"S100A12"
6285,"S100B"
6286,"S100P"
6288,"SAA1"
6289,"SAA2"
6291,"SAA4"
6293,"VPS52"
6294,"SAFB"
6295,"SAG"
6296,"ACSM3"
6297,"SALL2"
6299,"SALL1"
6300,"MAPK12"
6301,"SARS1"
6302,"TSPAN31"
6303,"SAT1"
6304,"SATB1"
6305,"SBF1"
6307,"MSMO1"
6309,"SC5D"
6310,"ATXN1"
6311,"ATXN2"
6314,"ATXN7"
6317,"SERPINB3"
6318,"SERPINB4"
6319,"SCD"
6320,"CLEC11A"
6323,"SCN1A"
6324,"SCN1B"
6326,"SCN2A"
6327,"SCN2B"
6328,"SCN3A"
6329,"SCN4A"
6330,"SCN4B"
6331,"SCN5A"
6332,"SCN7A"
6334,"SCN8A"
6335,"SCN9A"
6336,"SCN10A"
6337,"SCNN1A"
6338,"SCNN1B"
6339,"SCNN1D"
6340,"SCNN1G"
6341,"SCO1"
6342,"SCP2"
6344,"SCTR"
6345,"SRL"
6346,"CCL1"
6347,"CCL2"
6348,"CCL3"
6349,"CCL3L1"
6351,"CCL4"
6352,"CCL5"
6354,"CCL7"
6355,"CCL8"
6356,"CCL11"
6357,"CCL13"
6358,"CCL14"
6359,"CCL15"
6360,"CCL16"
6361,"CCL17"
6362,"CCL18"
6363,"CCL19"
6364,"CCL20"
6366,"CCL21"
6367,"CCL22"
6368,"CCL23"
6369,"CCL24"
6370,"CCL25"
6372,"CXCL6"
6373,"CXCL11"
6374,"CXCL5"
6375,"XCL1"
6376,"CX3CL1"
6382,"SDC1"
6383,"SDC2"
6385,"SDC4"
6386,"SDCBP"
6387,"CXCL12"
6389,"SDHA"
6390,"SDHB"
6391,"SDHC"
6392,"SDHD"
6396,"SEC13"
6397,"SEC14L1"
6398,"SECTM1"
6399,"TRAPPC2"
6400,"SEL1L"
6401,"SELE"
6402,"SELL"
6403,"SELP"
6404,"SELPLG"
6405,"SEMA3F"
6406,"SEMG1"
6407,"SEMG2"
6414,"SELENOP"
6415,"SELENOW"
6416,"MAP2K4"
6418,"SET"
6419,"SETMAR"
6421,"SFPQ"
6422,"SFRP1"
6423,"SFRP2"
6424,"SFRP4"
6425,"SFRP5"
6426,"SRSF1"
6427,"SRSF2"
6428,"SRSF3"
6429,"SRSF4"
6430,"SRSF5"
6431,"SRSF6"
6432,"SRSF7"
6433,"SFSWAP"
6434,"TRA2B"
6439,"SFTPB"
6440,"SFTPC"
6441,"SFTPD"
6442,"SGCA"
6443,"SGCB"
6444,"SGCD"
6445,"SGCG"
6446,"SGK1"
6447,"SCG5"
6448,"SGSH"
6449,"SGTA"
6450,"SH3BGR"
6451,"SH3BGRL"
6452,"SH3BP2"
6453,"ITSN1"
6455,"SH3GL1"
6456,"SH3GL2"
6457,"SH3GL3"
6461,"SHB"
6462,"SHBG"
6464,"SHC1"
6468,"FBXW4"
6469,"SHH"
6470,"SHMT1"
6472,"SHMT2"
6473,"SHOX"
6474,"SHOX2"
6477,"SIAH1"
6478,"SIAH2"
6480,"ST6GAL1"
6482,"ST3GAL1"
6483,"ST3GAL2"
6484,"ST3GAL4"
6487,"ST3GAL3"
6489,"ST8SIA1"
6490,"PMEL"
6491,"STIL"
6492,"SIM1"
6493,"SIM2"
6494,"SIPA1"
6495,"SIX1"
6496,"SIX3"
6497,"SKI"
6498,"SKIL"
6499,"SKIC2"
6500,"SKP1"
6502,"SKP2"
6503,"SLA"
6504,"SLAMF1"
6505,"SLC1A1"
6506,"SLC1A2"
6507,"SLC1A3"
6508,"SLC4A3"
6509,"SLC1A4"
6510,"SLC1A5"
6511,"SLC1A6"
6512,"SLC1A7"
6513,"SLC2A1"
6514,"SLC2A2"
6515,"SLC2A3"
6517,"SLC2A4"
6518,"SLC2A5"
6519,"SLC3A1"
6520,"SLC3A2"
6521,"SLC4A1"
6522,"SLC4A2"
6523,"SLC5A1"
6524,"SLC5A2"
6526,"SLC5A3"
6527,"SLC5A4"
6528,"SLC5A5"
6529,"SLC6A1"
6530,"SLC6A2"
6531,"SLC6A3"
6532,"SLC6A4"
6533,"SLC6A6"
6534,"SLC6A7"
6535,"SLC6A8"
6536,"SLC6A9"
6538,"SLC6A11"
6539,"SLC6A12"
6540,"SLC6A13"
6541,"SLC7A1"
6542,"SLC7A2"
6543,"SLC8A2"
6545,"SLC7A4"
6546,"SLC8A1"
6547,"SLC8A3"
6548,"SLC9A1"
6549,"SLC9A2"
6550,"SLC9A3"
6553,"SLC9A5"
6554,"SLC10A1"
6555,"SLC10A2"
6556,"SLC11A1"
6557,"SLC12A1"
6558,"SLC12A2"
6559,"SLC12A3"
6560,"SLC12A4"
6561,"SLC13A1"
6563,"SLC14A1"
6564,"SLC15A1"
6565,"SLC15A2"
6566,"SLC16A1"
6567,"SLC16A2"
6568,"SLC17A1"
6569,"SLC34A1"
6570,"SLC18A1"
6571,"SLC18A2"
6572,"SLC18A3"
6573,"SLC19A1"
6574,"SLC20A1"
6575,"SLC20A2"
6576,"SLC25A1"
6578,"SLCO2A1"
6579,"SLCO1A2"
6580,"SLC22A1"
6581,"SLC22A3"
6582,"SLC22A2"
6583,"SLC22A4"
6584,"SLC22A5"
6585,"SLIT1"
6586,"SLIT3"
6590,"SLPI"
6591,"SNAI2"
6594,"SMARCA1"
6595,"SMARCA2"
6596,"HLTF"
6597,"SMARCA4"
6598,"SMARCB1"
6599,"SMARCC1"
6601,"SMARCC2"
6602,"SMARCD1"
6603,"SMARCD2"
6604,"SMARCD3"
6605,"SMARCE1"
6606,"SMN1"
6607,"SMN2"
6608,"SMO"
6609,"SMPD1"
6610,"SMPD2"
6611,"SMS"
6612,"SUMO3"
6613,"SUMO2"
6614,"SIGLEC1"
6615,"SNAI1"
6616,"SNAP25"
6617,"SNAPC1"
6618,"SNAPC2"
6619,"SNAPC3"
6621,"SNAPC4"
6622,"SNCA"
6623,"SNCG"
6624,"FSCN1"
6625,"SNRNP70"
6626,"SNRPA"
6627,"SNRPA1"
6628,"SNRPB"
6629,"SNRPB2"
6631,"SNRPC"
6632,"SNRPD1"
6633,"SNRPD2"
6634,"SNRPD3"
6635,"SNRPE"
6636,"SNRPF"
6637,"SNRPG"
6638,"SNRPN"
6640,"SNTA1"
6641,"SNTB1"
6642,"SNX1"
6643,"SNX2"
6645,"SNTB2"
6646,"SOAT1"
6647,"SOD1"
6648,"SOD2"
6649,"SOD3"
6650,"CAPN15"
6651,"SON"
6652,"SORD"
6653,"SORL1"
6654,"SOS1"
6655,"SOS2"
6657,"SOX2"
6658,"SOX3"
6659,"SOX4"
6660,"SOX5"
6662,"SOX9"
6663,"SOX10"
6664,"SOX11"
6665,"SOX15"
6666,"SOX12"
6670,"SP3"
6671,"SP4"
6672,"SP100"
6674,"SPAG1"
6675,"UAP1"
6676,"SPAG4"
6677,"SPAM1"
6678,"SPARC"
6683,"SPAST"
6687,"SPG7"
6688,"SPI1"
6689,"SPIB"
6690,"SPINK1"
6691,"SPINK2"
6692,"SPINT1"
6693,"SPN"
6694,"SPP2"
6695,"SPOCK1"
6696,"SPP1"
6697,"SPR"
6698,"SPRR1A"
6699,"SPRR1B"
6708,"SPTA1"
6709,"SPTAN1"
6710,"SPTB"
6711,"SPTBN1"
6712,"SPTBN2"
6714,"SRC"
6715,"SRD5A1"
6717,"SRI"
6718,"AKR1D1"
6720,"SREBF1"
6721,"SREBF2"
6722,"SRF"
6723,"SRM"
6725,"SRMS"
6726,"SRP9"
6727,"SRP14"
6729,"SRP54"
6730,"SRP68"
6731,"SRP72"
6732,"SRPK1"
6733,"SRPK2"
6734,"SRPRA"
6736,"SRY"
6737,"TRIM21"
6738,"RO60"
6741,"SSB"
6742,"SSBP1"
6744,"ITPRID2"
6745,"SSR1"
6746,"SSR2"
6747,"SSR3"
6748,"SSR4"
6749,"SSRP1"
6750,"SST"
6751,"SSTR1"
6752,"SSTR2"
6753,"SSTR3"
6754,"SSTR4"
6755,"SSTR5"
6756,"SSX1"
6757,"SSX2"
6759,"SSX4"
6760,"SS18"
6764,"DENND2B"
6767,"ST13"
6768,"ST14"
6769,"STAC"
6770,"STAR"
6772,"STAT1"
6773,"STAT2"
6774,"STAT3"
6775,"STAT4"
6776,"STAT5A"
6777,"STAT5B"
6778,"STAT6"
6779,"STATH"
6780,"STAU1"
6781,"STC1"
6782,"HSPA13"
6783,"SULT1E1"
6785,"ELOVL4"
6786,"STIM1"
6787,"NEK4"
6788,"STK3"
6789,"STK4"
6790,"AURKA"
6792,"CDKL5"
6793,"STK10"
6794,"STK11"
6795,"AURKC"
6799,"SULT1A2"
6801,"STRN"
6804,"STX1A"
6809,"STX3"
6810,"STX4"
6811,"STX5"
6812,"STXBP1"
6813,"STXBP2"
6814,"STXBP3"
6817,"SULT1A1"
6818,"SULT1A3"
6819,"SULT1C2"
6820,"SULT2B1"
6822,"SULT2A1"
6827,"SUPT4H1"
6829,"SUPT5H"
6830,"SUPT6H"
6832,"SUPV3L1"
6833,"ABCC8"
6834,"SURF1"
6835,"SURF2"
6836,"SURF4"
6837,"MED22"
6838,"SURF6"
6839,"SUV39H1"
6840,"SVIL"
6843,"VAMP1"
6844,"VAMP2"
6845,"VAMP7"
6846,"XCL2"
6847,"SYCP1"
6850,"SYK"
6853,"SYN1"
6854,"SYN2"
6855,"SYP"
6856,"SYPL1"
6857,"SYT1"
6860,"SYT4"
6862,"TBXT"
6863,"TAC1"
6865,"TACR2"
6866,"TAC3"
6867,"TACC1"
6868,"ADAM17"
6869,"TACR1"
6870,"TACR3"
6871,"TADA2A"
6872,"TAF1"
6873,"TAF2"
6874,"TAF4"
6875,"TAF4B"
6876,"TAGLN"
6877,"TAF5"
6878,"TAF6"
6879,"TAF7"
6880,"TAF9"
6881,"TAF10"
6882,"TAF11"
6883,"TAF12"
6884,"TAF13"
6885,"MAP3K7"
6886,"TAL1"
6888,"TALDO1"
6890,"TAP1"
6891,"TAP2"
6892,"TAPBP"
6894,"TARBP1"
6895,"TARBP2"
6897,"TARS1"
6899,"TBX1"
6900,"CNTN2"
6901,"TAFAZZIN"
6903,"TBCC"
6904,"TBCD"
6905,"TBCE"
6906,"SERPINA7"
6907,"TBL1X"
6908,"TBP"
6909,"TBX2"
6910,"TBX5"
6911,"TBX6"
6913,"TBX15"
6915,"TBXA2R"
6916,"TBXAS1"
6917,"TCEA1"
6919,"TCEA2"
6920,"TCEA3"
6921,"ELOC"
6923,"ELOB"
6924,"ELOA"
6925,"TCF4"
6926,"TBX3"
6927,"HNF1A"
6928,"HNF1B"
6929,"TCF3"
6932,"TCF7"
6934,"TCF7L2"
6935,"ZEB1"
6936,"GCFC2"
6938,"TCF12"
6939,"TCF15"
6940,"ZNF354A"
6941,"TCF19"
6942,"TCF20"
6943,"TCF21"
6944,"VPS72"
6945,"MLX"
6947,"TCN1"
6948,"TCN2"
6949,"TCOF1"
6950,"TCP1"
6954,"TCP11"
6955,"TRA"
6957,"TRB"
6964,"TRD"
6965,"TRG"
6990,"DYNLT3"
6991,"DYNLT2"
6992,"PPP1R11"
6993,"DYNLT1"
6996,"TDG"
6997,"CRIPTO"
6998,"CRIPTO3"
6999,"TDO2"
7001,"PRDX2"
7003,"TEAD1"
7004,"TEAD4"
7005,"TEAD3"
7006,"TEC"
7007,"TECTA"
7009,"TMBIM6"
7010,"TEK"
7011,"TEP1"
7013,"TERF1"
7014,"TERF2"
7015,"TERT"
7018,"TF"
7019,"TFAM"
7020,"TFAP2A"
7021,"TFAP2B"
7022,"TFAP2C"
7023,"TFAP4"
7024,"TFCP2"
7025,"NR2F1"
7026,"NR2F2"
7027,"TFDP1"
7029,"TFDP2"
7030,"TFE3"
7031,"TFF1"
7032,"TFF2"
7033,"TFF3"
7035,"TFPI"
7036,"TFR2"
7037,"TFRC"
7038,"TG"
7039,"TGFA"
7040,"TGFB1"
7041,"TGFB1I1"
7042,"TGFB2"
7043,"TGFB3"
7044,"LEFTY2"
7045,"TGFBI"
7046,"TGFBR1"
7047,"TGM4"
7048,"TGFBR2"
7049,"TGFBR3"
7050,"TGIF1"
7051,"TGM1"
7052,"TGM2"
7053,"TGM3"
7054,"TH"
7056,"THBD"
7057,"THBS1"
7058,"THBS2"
7059,"THBS3"
7060,"THBS4"
7062,"TCHH"
7064,"THOP1"
7066,"THPO"
7067,"THRA"
7068,"THRB"
7069,"THRSP"
7070,"THY1"
7071,"KLF10"
7072,"TIA1"
7073,"TIAL1"
7074,"TIAM1"
7075,"TIE1"
7076,"TIMP1"
7077,"TIMP2"
7078,"TIMP3"
7079,"TIMP4"
7080,"NKX2-1"
7082,"TJP1"
7083,"TK1"
7084,"TK2"
7086,"TKT"
7087,"ICAM5"
7088,"TLE1"
7089,"TLE2"
7090,"TLE3"
7091,"TLE4"
7092,"TLL1"
7094,"TLN1"
7095,"SEC62"
7096,"TLR1"
7097,"TLR2"
7098,"TLR3"
7099,"TLR4"
7100,"TLR5"
7101,"NR2E1"
7102,"TSPAN7"
7103,"TSPAN8"
7104,"TM4SF4"
7105,"TSPAN6"
7106,"TSPAN4"
7107,"GPR137B"
7108,"TM7SF2"
7109,"TRAPPC10"
7110,"TMF1"
7111,"TMOD1"
7112,"TMPO"
7113,"TMPRSS2"
7114,"TMSB4X"
7122,"CLDN5"
7123,"CLEC3B"
7124,"TNF"
7125,"TNNC2"
7126,"TNFAIP1"
7127,"TNFAIP2"
7128,"TNFAIP3"
7130,"TNFAIP6"
7132,"TNFRSF1A"
7133,"TNFRSF1B"
7134,"TNNC1"
7135,"TNNI1"
7136,"TNNI2"
7137,"TNNI3"
7138,"TNNT1"
7139,"TNNT2"
7140,"TNNT3"
7141,"TNP1"
7142,"TNP2"
7143,"TNR"
7145,"TNS1"
7148,"TNXB"
7150,"TOP1"
7153,"TOP2A"
7155,"TOP2B"
7156,"TOP3A"
7157,"TP53"
7158,"TP53BP1"
7159,"TP53BP2"
7161,"TP73"
7162,"TPBG"
7163,"TPD52"
7164,"TPD52L1"
7165,"TPD52L2"
7166,"TPH1"
7167,"TPI1"
7168,"TPM1"
7169,"TPM2"
7170,"TPM3"
7171,"TPM4"
7172,"TPMT"
7173,"TPO"
7174,"TPP2"
7175,"TPR"
7177,"TPSAB1"
7178,"TPT1"
7179,"TPTE"
7180,"CRISP2"
7181,"NR2C1"
7182,"NR2C2"
7184,"HSP90B1"
7185,"TRAF1"
7186,"TRAF2"
7187,"TRAF3"
7188,"TRAF5"
7189,"TRAF6"
7200,"TRH"
7201,"TRHR"
7203,"CCT3"
7204,"TRIO"
7205,"TRIP6"
7216,"TRO"
7220,"TRPC1"
7222,"TRPC3"
7223,"TRPC4"
7224,"TRPC5"
7225,"TRPC6"
7226,"TRPM2"
7227,"TRPS1"
7247,"TSN"
7248,"TSC1"
7249,"TSC2"
7251,"TSG101"
7252,"TSHB"
7253,"TSHR"
7257,"TSNAX"
7258,"TSPY1"
7259,"TSPYL1"
7260,"EIPR1"
7262,"PHLDA2"
7263,"TST"
7264,"GFUS"
7265,"TTC1"
7266,"DNAJC7"
7267,"TTC3"
7268,"TTC4"
7270,"TTF1"
7272,"TTK"
7273,"TTN"
7274,"TTPA"
7275,"TUB"
7276,"TTR"
7277,"TUBA4A"
7278,"TUBA3C"
7280,"TUBB2A"
7283,"TUBG1"
7284,"TUFM"
7286,"TUFT1"
7287,"TULP1"
7288,"TULP2"
7289,"TULP3"
7290,"HIRA"
7291,"TWIST1"
7292,"TNFSF4"
7293,"TNFRSF4"
7294,"TXK"
7295,"TXN"
7296,"TXNRD1"
7297,"TYK2"
7298,"TYMS"
7299,"TYR"
7301,"TYRO3"
7305,"TYROBP"
7306,"TYRP1"
7307,"U2AF1"
7311,"UBA52"
7314,"UBB"
7316,"UBC"
7317,"UBA1"
7318,"UBA7"
7319,"UBE2A"
7320,"UBE2B"
7321,"UBE2D1"
7322,"UBE2D2"
7323,"UBE2D3"
7324,"UBE2E1"
7325,"UBE2E2"
7326,"UBE2G1"
7327,"UBE2G2"
7328,"UBE2H"
7329,"UBE2I"
7332,"UBE2L3"
7334,"UBE2N"
7335,"UBE2V1"
7336,"UBE2V2"
7337,"UBE3A"
7341,"SUMO1"
7342,"UBP1"
7343,"UBTF"
7345,"UCHL1"
7347,"UCHL3"
7348,"UPK1B"
7349,"UCN"
7350,"UCP1"
7351,"UCP2"
7352,"UCP3"
7353,"UFD1"
7355,"SLC35A2"
7356,"SCGB1A1"
7357,"UGCG"
7358,"UGDH"
7360,"UGP2"
7363,"UGT2B4"
7364,"UGT2B7"
7365,"UGT2B10"
7366,"UGT2B15"
7367,"UGT2B17"
7368,"UGT8"
7369,"UMOD"
7371,"UCK2"
7372,"UMPS"
7373,"COL14A1"
7374,"UNG"
7375,"USP4"
7376,"NR1H2"
7378,"UPP1"
7379,"UPK2"
7380,"UPK3A"
7381,"UQCRB"
7384,"UQCRC1"
7385,"UQCRC2"
7386,"UQCRFS1"
7388,"UQCRH"
7389,"UROD"
7390,"UROS"
7391,"USF1"
7392,"USF2"
7398,"USP1"
7399,"USH2A"
7401,"CLRN1"
7402,"UTRN"
7403,"KDM6A"
7404,"UTY"
7405,"UVRAG"
7407,"VARS1"
7409,"VAV1"
7410,"VAV2"
7411,"VBP1"
7412,"VCAM1"
7414,"VCL"
7415,"VCP"
7416,"VDAC1"
7417,"VDAC2"
7419,"VDAC3"
7421,"VDR"
7422,"VEGFA"
7423,"VEGFB"
7424,"VEGFC"
7425,"VGF"
7428,"VHL"
7429,"VIL1"
7430,"EZR"
7432,"VIP"
7433,"VIPR1"
7434,"VIPR2"
7436,"VLDLR"
7439,"BEST1"
7441,"VPREB1"
7442,"TRPV1"
7443,"VRK1"
7447,"VSNL1"
7448,"VTN"
7450,"VWF"
7453,"WARS1"
7454,"WAS"
7456,"WIPF1"
7458,"EIF4H"
7461,"CLIP2"
7462,"LAT2"
7464,"CORO2A"
7465,"WEE1"
7466,"WFS1"
7468,"NSD2"
7469,"NELFA"
7471,"WNT1"
7472,"WNT2"
7473,"WNT3"
7474,"WNT5A"
7476,"WNT7A"
7478,"WNT8A"
7480,"WNT10B"
7481,"WNT11"
7482,"WNT2B"
7483,"WNT9A"
7484,"WNT9B"
7485,"GET1"
7486,"WRN"
7490,"WT1"
7494,"XBP1"
7498,"XDH"
7499,"XG"
7504,"XK"
7507,"XPA"
7508,"XPC"
7511,"XPNPEP1"
7512,"XPNPEP2"
7514,"XPO1"
7515,"XRCC1"
7516,"XRCC2"
7517,"XRCC3"
7518,"XRCC4"
7520,"XRCC5"
7525,"YES1"
7528,"YY1"
7529,"YWHAB"
7531,"YWHAE"
7532,"YWHAG"
7533,"YWHAH"
7534,"YWHAZ"
7535,"ZAP70"
7536,"SF1"
7538,"ZFP36"
7539,"ZFP37"
7541,"ZBTB14"
7542,"ZFPL1"
7543,"ZFX"
7544,"ZFY"
7545,"ZIC1"
7546,"ZIC2"
7547,"ZIC3"
7549,"ZNF2"
7551,"ZNF3"
7552,"ZNF711"
7553,"ZNF7"
7554,"ZNF8"
7555,"CNBP"
7556,"ZNF10"
7559,"ZNF12"
7561,"ZNF14"
7562,"ZNF708"
7564,"ZNF16"
7565,"ZNF17"
7566,"ZNF18"
7567,"ZNF19"
7568,"ZNF20"
7569,"ZNF182"
7570,"ZNF22"
7571,"ZNF23"
7572,"ZNF24"
7574,"ZNF26"
7576,"ZNF28"
7579,"ZSCAN20"
7580,"ZNF32"
7581,"ZNF33A"
7582,"ZNF33B"
7584,"ZNF35"
7586,"ZKSCAN1"
7587,"ZNF37A"
7589,"ZSCAN21"
7592,"ZNF41"
7593,"MZF1"
7594,"ZNF43"
7596,"ZNF45"
7597,"ZBTB25"
7617,"ZNF66"
7620,"ZNF69"
7621,"ZNF70"
7625,"ZNF74"
7626,"ZNF75D"
7629,"ZNF76"
7633,"ZNF79"
7634,"ZNF80"
7637,"ZNF84"
7639,"ZNF85"
7643,"ZNF90"
7644,"ZNF91"
7652,"ZNF99"
7675,"ZNF121"
7678,"ZNF124"
7681,"MKRN3"
7690,"ZNF131"
7691,"ZNF132"
7692,"ZNF133"
7693,"ZNF134"
7694,"ZNF135"
7695,"ZNF136"
7697,"ZNF138"
7699,"ZNF140"
7700,"ZNF141"
7701,"ZNF142"
7702,"ZNF143"
7703,"PCGF2"
7704,"ZBTB16"
7705,"ZNF146"
7706,"TRIM25"
7707,"ZNF148"
7709,"ZBTB17"
7710,"ZNF154"
7711,"ZNF155"
7712,"ZNF157"
7716,"VEZF1"
7718,"ZNF165"
7726,"TRIM26"
7727,"ZNF174"
7728,"ZNF175"
7730,"ZNF177"
7732,"RNF112"
7733,"ZNF180"
7737,"RNF113A"
7738,"ZNF184"
7739,"ZNF185"
7741,"ZSCAN26"
7745,"ZKSCAN8"
7746,"ZSCAN9"
7748,"ZNF195"
7750,"ZMYM2"
7753,"ZNF202"
7755,"ZNF205"
7756,"ZNF207"
7757,"ZNF208"
7760,"ZNF213"
7761,"ZNF214"
7762,"ZNF215"
7763,"ZFAND5"
7764,"ZNF217"
7767,"ZNF224"
7771,"ZNF112"
7773,"ZNF230"
7775,"ZNF232"
7776,"ZNF236"
7779,"SLC30A1"
7780,"SLC30A2"
7781,"SLC30A3"
7782,"SLC30A4"
7783,"ZP2"
7784,"ZP3"
7786,"MAP3K12"
7789,"ZXDA"
7791,"ZYX"
7798,"LUZP1"
7799,"PRDM2"
7802,"DNALI1"
7803,"PTP4A1"
7804,"LRP8"
7805,"LAPTM5"
7809,"BSND"
7812,"CSDE1"
7813,"EVI5"
7818,"DAP3"
7827,"NPHS2"
7832,"BTG2"
7837,"PXDN"
7840,"ALMS1"
7841,"MOGS"
7844,"RNF103"
7846,"TUBA1A"
7849,"PAX8"
7850,"IL1R2"
7851,"MALL"
7852,"CXCR4"
7855,"FZD5"
7857,"SCG2"
7862,"BRPF1"
7866,"IFRD2"
7867,"MAPKAPK3"
7869,"SEMA3B"
7871,"SLMAP"
7873,"MANF"
7874,"USP7"
7879,"RAB7A"
7881,"KCNAB1"
7884,"SLBP"
7903,"ST8SIA4"
7905,"REEP5"
7913,"DEK"
7915,"ALDH5A1"
7916,"PRRC2A"
7917,"BAG6"
7918,"GPANK1"
7919,"DDX39B"
7920,"ABHD16A"
7922,"SLC39A7"
7923,"HSD17B8"
7932,"OR2H2"
7936,"NELFE"
7938,"CP20"
7940,"LST1"
7941,"PLA2G7"
7942,"TFEB"
7957,"EPM2A"
7965,"AIMP2"
7975,"MAFK"
7976,"FZD3"
7978,"MTERF1"
7979,"SEM1"
7980,"TFPI2"
7982,"ST7"
7984,"ARHGEF5"
7988,"ZNF212"
7991,"TUSC3"
7993,"UBXN8"
7994,"KAT6A"
8000,"PSCA"
8013,"NR4A3"
8019,"BRD3"
8021,"NUP214"
8022,"LHX3"
8027,"STAM"
8028,"MLLT10"
8029,"CUBN"
8030,"CCDC6"
8031,"NCOA4"
8034,"SLC25A16"
8036,"SHOC2"
8038,"ADAM12"
8045,"RASSF7"
8048,"CSRP3"
8050,"PDHX"
8061,"FOSL1"
8065,"CUL5"
8073,"PTP4A2"
8074,"FGF23"
8076,"MFAP5"
8078,"USP5"
8079,"MLF2"
8082,"SSPN"
8085,"KMT2D"
8086,"AAAS"
8087,"FXR1"
8089,"YEATS4"
8091,"HMGA2"
8092,"ALX1"
8099,"CDK2AP1"
8100,"IFT88"
8106,"PABPN1"
8110,"DPF3"
8111,"GPR68"
8115,"TCL1A"
8120,"AP3B2"
8125,"ANP32A"
8128,"ST8SIA2"
8131,"NPRL3"
8139,"GAN"
8140,"SLC7A5"
8148,"TAF15"
8153,"RND2"
8161,"COIL"
8165,"AKAP1"
8170,"SLC14A2"
8174,"MADCAM1"
8175,"SF3A2"
8178,"ELL"
8187,"ZNF239"
8189,"SYMPK"
8190,"MIA"
8192,"CLPP"
8193,"DPF1"
8195,"MKKS"
8200,"GDF5"
8202,"NCOA3"
8204,"NRIP1"
8208,"CHAF1B"
8209,"GATD3"
8216,"LZTR1"
8218,"CLTCL1"
8220,"ESS2"
8225,"GTPBP6"
8226,"PUDP"
8227,"AKAP17A"
8228,"PNPLA4"
8233,"ZRSR2"
8237,"USP11"
8239,"USP9X"
8241,"RBM10"
8242,"KDM5C"
8243,"SMC1A"
8260,"NAA10"
8263,"F8A1"
8266,"UBL4A"
8269,"TMEM187"
8270,"LAGE3"
8273,"SLC10A3"
8277,"TKTL1"
8284,"KDM5D"
8287,"USP9Y"
8288,"EPX"
8289,"ARID1A"
8290,"H3-4"
8291,"DYSF"
8292,"COLQ"
8293,"SERF1A"
8294,"H4C9"
8295,"TRRAP"
8301,"PICALM"
8302,"KLRC4"
8309,"ACOX2"
8312,"AXIN1"
8313,"AXIN2"
8314,"BAP1"
8315,"BRAP"
8317,"CDC7"
8318,"CDC45"
8320,"EOMES"
8322,"FZD4"
8323,"FZD6"
8324,"FZD7"
8325,"FZD8"
8326,"FZD9"
8328,"GFI1B"
8329,"H2AC13"
8330,"H2AC15"
8331,"H2AC14"
8332,"H2AC16"
8334,"H2AC6"
8335,"H2AC4"
8336,"H2AC17"
8337,"H2AC18"
8338,"H2AC20"
8339,"H2BC8"
8340,"H2BC13"
8341,"H2BC15"
8342,"H2BC14"
8343,"H2BC7"
8344,"H2BC6"
8345,"H2BC9"
8346,"H2BC10"
8347,"H2BC4"
8348,"H2BC17"
8349,"H2BC21"
8350,"H3C1"
8351,"H3C4"
8352,"H3C3"
8353,"H3C6"
8354,"H3C11"
8355,"H3C8"
8356,"H3C12"
8357,"H3C10"
8358,"H3C2"
8359,"H4C1"
8360,"H4C4"
8361,"H4C6"
8362,"H4C12"
8363,"H4C11"
8364,"H4C3"
8365,"H4C8"
8366,"H4C2"
8367,"H4C5"
8368,"H4C13"
8369,"H4C7"
8370,"H4C14"
8372,"HYAL3"
